11,UTAH,UCLA,-7,45,0,7,14,10,0,3,0,0,3,0
11,LSU,WKEN,-41.5,53.5,7,7,14,14,0,7,0,2,0,0
11,NOTRE,MD,-20.5,57,10,14,14,7,0,0,7,0,14,0
11,MISS,LTECH,1,51.5,7,0,0,0,0,0,10,10,7,0
11,MISST,ALAB,18,44.5,0,0,0,7,0,0,7,3,14,0
11,NMXST,FRSST,7,68,7,16,15,10,0,7,10,21,7,0
11,SOMIS ,CENFL ,-10,51.5,7,6,3,14,0,3,3,3,20,0
11,BYU ,IDAHO ,-22,48.5,14,14,14,0,0,0,0,7,0,0
11,NEV ,HAW ,-14,62.5,7,14,7,14,0,3,11,7,7,0
11,STAN ,ORE ,-2.5,70.5,0,16,7,7,0,8,14,14,17,0
11,UTEP ,ECAR ,-6,57.5,0,16,0,6,0,7,0,10,0,0
11,NMEX ,UNLV ,7,51,14,0,0,7,0,7,0,0,7,0
11,WSHST ,ARZST ,11.5,59,6,10,7,14,0,7,13,7,0,0
11,TOL,NOILL,-9.5,69.5,14,10,14,22,0,21,7,14,21,0
11,OHIO,TEM,4,46.5,7,7,7,14,0,0,14,7,10,0
11,MIAOH,AKR,-14,48.5,14,14,0,7,0,0,0,0,3,0
11,BCOLL,FSU,14.5,46.5,0,0,7,0,0,7,21,3,7,0
11,CENFL,TULSA,-2,50.5,7,7,0,3,0,7,6,3,8,0
11,KENST,CMICH,-2.5,44,7,7,0,10,0,0,14,0,7,0
11,COL,USC,20,58,7,3,0,7,0,7,21,7,7,0
11,CONN,SYR,-1.5,43,7,0,7,14,0,0,7,14,0,0
11,MCHST,MINN,-28,47.5,7,14,0,10,0,14,3,7,0,0
11,OHIST,IND,-27.5,52.5,7,6,14,7,0,10,3,7,0,0
11,TEXAS,TXTCH,-14,59,3,28,7,14,0,3,3,7,7,0
11,WVIRG,LOU,-12,52,7,14,0,14,0,14,7,3,14,0
11,EMICH,BALST,-2,55,14,7,7,3,0,14,6,7,6,0
11,IOWA,MICH,3.5,58,7,10,0,7,0,6,0,3,7,0
11,FLA,VAN,-12.5,44.5,0,17,3,6,0,0,0,7,14,0
11,GEO,NMXST,-34.5,58,7,42,7,7,0,0,3,0,13,0
11,IOWST,KANS,-14,58,3,7,0,3,0,7,0,3,0,0
11,MD,VIRG,3,52,3,10,0,0,0,7,7,14,3,0
11,NCST,NCAR,4,53,7,3,3,0,0,0,0,0,0,0
11,WYOM,TCU,18,55.5,10,7,3,0,0,7,10,7,7,0
11,SMU,TULNE,-27,54,14,17,7,7,0,0,0,24,0,0
11,MIAMI,DUKE,-15,56.5,14,14,7,14,0,0,7,7,0,0
11,ULLAF,ULMON,-5.5,56,0,24,0,12,0,14,0,7,14,0
11,AIRFC,ARMY,-16.5,55.5,0,0,21,3,0,14,0,0,0,0
11,NAVY,TROY,-8.5,61.5,7,28,7,0,0,0,0,7,7,0
11,NEB,NWEST,-17.5,62.5,0,3,7,15,0,7,0,7,14,0
11,RICE,UTEP,1,56,14,6,7,14,0,7,17,7,6,0
11,WISC,PURD,-27.5,59,14,24,14,10,0,10,7,0,0,0
11,OKLA,TXAM,-14,67,7,6,28,0,0,3,7,0,15,0
11,OREST,STAN,20.5,61.5,0,7,6,0,0,0,17,14,7,0
11,KENTY,MISS,2.5,44,0,10,0,20,0,6,0,7,0,0
11,ECAR,SOMIS,9.5,59.5,7,7,7,7,0,21,17,7,3,0
11,SJST,IDAHO,-8,47,17,5,0,7,0,0,10,0,22,0
11,WKEN,FLINT,3,49,7,0,0,3,0,6,0,0,3,0
11,FLATL,ARKST,17,47,0,14,7,0,0,15,3,7,14,0
11,CAL,WSHST,-8.5,55.5,13,10,7,0,0,0,0,0,7,0
11,ARZ,UTAH,-4,52.5,0,7,7,7,0,3,17,7,7,0
11,RUTG,SOFLA,2.5,49.5,0,0,3,14,3,0,10,0,7,0
11,PITT,CIN,3.5,56.5,3,13,7,0,0,6,7,10,3,0
11,BAY,MISOU,-2.5,72.5,0,13,15,14,0,7,7,0,25,0
11,TENN,MTENN,-22,55,14,10,0,0,0,0,0,0,0,0
11,UAB,HOU,27.5,75.5,7,3,3,0,0,7,14,14,21,0
11,ARK,SOCAR,-5,51,10,14,6,14,0,7,7,7,7,0
11,UCLA,ARZST,8,56.5,6,10,7,6,0,7,7,7,7,0
11,MISST,TENMA,-33.5,,21,7,14,13,0,0,3,7,7,0
11,ALAB,LSU,-6,41.5,0,3,3,0,0,0,3,0,3,3
11,SDST,NMEX,-35.5,57,7,7,14,7,0,0,7,0,0,0
11,OKLST,KANST,-21,70,14,13,7,18,0,10,14,7,14,0
11,WFRST,NOTRE,13.5,57.5,10,7,0,0,0,10,0,14,0,0
11,WASH,ORE,16.5,75.5,3,7,7,0,0,10,7,17,0,0
11,FRSST ,LTECH ,-3.5,58,0,7,7,7,0,14,20,7,0,0
11,HAW ,UTAST ,-3.5,61.5,0,28,3,0,0,7,0,14,14,0
11,UNLV ,BOIST ,42,59.5,7,7,0,7,0,7,14,7,20,0
11,FLINT,TROY,-7,55,0,3,14,3,3,7,0,13,0,0
11,PITT,CONN,-10,43,14,7,7,7,0,0,3,10,7,0
11,HOU,RICE,-27.5,73,14,24,28,7,0,17,3,14,0,0
11,MIAMI,VIRG,-13.5,48,0,7,7,7,0,7,10,3,8,0
11,TCU,BYU,-13,55,14,14,7,3,0,10,0,10,8,0
11,TXAM,MISOU,-10.5,64,7,21,0,3,0,14,3,0,14,7
11,FSU,NCST,-18.5,52.5,10,14,0,10,0,0,0,0,0,0
11,IND,NWEST,8.5,63,7,14,10,7,0,17,21,14,7,0
11,LOU,SYR,-3,44,14,0,0,13,0,0,3,0,7,0
11,MICH,PURD,-14,54,7,15,7,7,0,7,0,0,7,0
11,NEB,MCHST,-4.5,51,10,0,14,0,0,0,3,0,0,0
11,MARSH,UAB,-5,51.5,10,28,14,7,0,0,0,7,7,0
11,AKR,CMICH,7,51.5,0,0,6,16,0,7,6,7,3,0
11,VAN,ARK,8,53.5,7,14,7,0,0,7,7,6,11,0
11,DUKE,VATCH,14.5,52.5,0,7,3,0,0,7,7,0,0,0
11,KENST,BGREN,3.5,39.5,10,0,0,17,0,3,0,3,9,0
11,WMICH,BALST,-11.5,58,7,28,7,3,0,7,21,0,7,0
11,NMEX,AIRFC,28,63,0,0,0,0,0,14,21,0,7,0
11,ORE,WSHST,-37.5,70.5,8,7,21,7,0,0,10,10,8,0
11,MD,BCOLL,-6.5,49,3,0,0,14,0,14,7,0,7,0
11,ECAR,TULNE,-15.5,59,7,10,10,7,0,3,10,0,0,0
11,NCAR,WFRST,-7,52.5,14,7,7,21,0,0,10,7,7,0
11,MINN,IOWA,14.5,52.5,0,7,3,12,0,0,7,7,7,0
11,GEO,FLA,-3.5,46.5,0,10,7,7,0,7,10,3,0,0
11,KANST,OKLA,13,57.5,3,14,0,0,0,14,9,21,14,0
11,RUTG,WVIRG,6,50,17,14,0,0,0,14,7,7,13,0
11,MIAOH,BUFF,-4.5,48.5,21,7,13,0,0,13,0,0,0,0
11,OKLST,BAY,-14.5,83,21,14,14,10,0,0,0,3,21,0
11,TULSA,SMU,-1.5,58,10,14,14,0,0,0,0,7,0,0
11,PENST,ILL,-4.5,38,0,0,0,10,0,0,0,7,0,0
11,ULMON,WKEN,-6,48,0,7,0,21,0,0,13,7,8,3
11,NOTRE,NAVY,-23.5,61.5,14,21,7,14,0,0,7,0,7,0
11,ARMY,FORD,-29,,21,21,7,6,0,0,0,0,0,0
11,CENFL,MEM,-29.5,48,14,7,10,10,0,0,0,0,0,0
